Cluster,Distance,Y_name,SGDID,GENE,Chromsome,Start,End,Introns,Exons,Description,
7,0.73,YBR092c,S0000296,PHO3,II,429055,427652,0,1-1404,"Acid phosphatase, constitutive",
7,0.7,YBR102c,S0000306,,II,447278,445017,0,Jan-62,,
7,0.24,YBR138c,S0000342,HDR1,II,515290,513716,0,1-1575,Unknown,
7,0.65,YBR139w,S0000343,,II,515618,517144,0,1-1527,,
7,0.68,YBR200w,S0000404,BEM1,II,620826,622481,0,1-1656,contains two SH3 domains,
7,0.55,YBR202w,S0000406,CDC47,II,625727,628264,0,Jan-38,Essential for initiation of DNA replication,
7,0.69,YBR279w,S0000483,PAF1,II,761213,762550,0,1-1338,,
7,0.5,YCL012w,S0000518,,III,100110,100568,0,1-459,,
7,0.58,YCL013w,S0000519,,III,99600,99998,0,1-399,,
7,0.53,YCL014w,S0000520,bud3,III,95894,98878,0,Jan-85,Cell cycle regulated protein required for axial bud formation\; co-assembles with Bud4p at bud sites,
7,0.48,YCL038c,S0000543,,III,56497,54911,0,1-1587,,
7,0.64,YCR042c,S0000638,TSM1,III,204129,199906,0,24-Jan,TATA binding protein-associated factor (TAF),
7,0.77,YCR043c,S0000639,,III,205377,204994,0,1-384,,
7,0.51,YDR011W,S0002418,SNQ2,IV,465960,470465,0,6-Jan,putative ATP-dependent permease,
7,0.56,YEL025c,S0000751,,V,106147,102581,0,Jan-67,,
7,0.77,YEL032w,S0000758,mcm3,V,86937,89852,0,16-Jan,,
7,0.77,YEL046c,S0000772,GLY1,V,68792,67629,0,1-1164,Threonine Aldolase,
7,0.65,YEL077c,S0006409,,V,4097,264,0,Jan-34,,
7,0.77,YER033c,S0000835,,V,221286,218056,0,31-Jan,,
7,0.86,YER123w,S0000925,YCK3,V,404809,406428,0,1-1620,plasma membrane-bound casein kinase I homolog,
7,0.59,YER140w,S0000942,,V,451561,453231,0,1-1671,,
7,0.51,YGL021W,S0002989,ALK1,VII,454781,457063,0,Jan-83,DNA damage-responsive protein,
7,0.28,YGL116W,S0003084,cdc20,VII,289807,291639,0,1-1833,beta-transducin homolog,
7,0.51,YGL197W,S0003165,MDS3,VII,124701,129164,0,Jan-64,Mck1 Dosage Suppressor 3\; negative regulator of early meiotic gene expression,
7,0.65,YGL201C,S0003169,MCM6,VII,120909,117856,0,Jan-54,,
7,0.79,YGL209W,S0003177,MIG2,VII,95860,97008,0,1-1149,Protein containing zinc fingers very similar to zinc fingers in Mig1p,
7,0.68,YGL255W,S0003224,ZRT1,VII,20978,22108,0,1-1131,,
7,0.37,YGR035C,S0003267,,VII,557416,557066,0,1-351,,
7,0.35,YGR092W,S0003324,dbf2,VII,668183,669901,0,1-1719,Serine\/threonine protein kinase,
7,0.45,YGR108W,S0003340,CLB1,VII,703630,705045,0,1-1416,G(sub)2-specific B-type cyclin,
7,0.41,YGR143W,S0003375,skn1,VII,775187,777502,0,16-Jan,encodes a predicted type II membrane protein highly homologous to Kre6p,
7,0.5,YGR230W,S0003462,,VII,951885,952298,0,1-414,,
7,0.73,YHL026C,S0001018,,VIII,54023,53217,0,1-807,,
7,0.34,YHL028W,S0001020,WSC4,VIII,48761,50578,0,1-1818,"Putative integral membrane protein containing novel cysteine motif. Similarity to SLG1 (WSC1), WSC2 and WSC3",
7,0.4,YHR023w,S0001065,MYO1,VIII,151657,157443,0,Jan-87,"myosin class V, alpha-helical middle",
7,0.39,YHR151C,S0001194,,VIII,400848,399268,0,1-1581,,
7,0.89,YHR201c,S0001244,PPX1,VIII,501138,499945,0,1-1194,Cytosolic exopolyphosphatase,
7,0.46,YIL106W,S0001368,MOB1,IX,166731,167441,0,1-711,Mps One Binder,
7,0.59,YIL122W,S0001384,,IX,130607,131662,0,1-1056,,
7,0.58,YIL158W,S0001420,,IX,46201,46815,0,1-615,,
7,0.62,YIL162W,S0001424,SUC2,IX,37385,38983,0,1-1599,invertase (sucrose hydrolyzing enzyme),
7,0.45,YJL051W,S0003587,,X,339483,341951,0,Jan-69,,
7,0.66,YJL079C,S0003615,PRY1,X,290470,289571,0,1-900,Similar to plant PR-1 class of pathogen related proteins,
7,0.75,YJR039W,S0003800,,X,503624,506989,0,Jan-66,,
7,0.49,YJR092W,S0003852,BUD4,X,598807,602769,0,Jan-63,Co-assembles with Bud3p at bud sites,
7,0.91,YJR132W,S0003893,NMD5,X,669211,672357,0,Jan-47,,
7,0.6,YKL043W,S0001526,PHD1,XI,356392,357492,0,1-1101,putative transcription factor,
7,0.67,YKL044W,S0001527,,XI,355966,356286,0,1-321,,
7,0.49,YKL129C,S0001612,MYO3,XI,200165,196350,0,16-Jan,myosin I,
7,0.76,YKR020W,S0001728,,XI,477979,478473,0,1-495,,
7,0.41,YKR021W,S0001729,,XI,478875,481622,0,Jan-48,,
7,0.47,YLL028w,S0003951,,XII,84803,86563,0,1-1761,,
7,0.74,YLR086w,S0004076,SMC4,XII,302244,306500,0,Jan-57,"Smc4 protein, member of SMC family",
7,0.68,YLR099c,S0004089,,XII,340929,339745,0,1-1185,,
7,0.57,YLR131c,S0004121,ACE2,XII,406823,404511,0,13-Jan,zinc finger transcription factor,
7,0.32,YLR190W,S0004180,,XII,535216,536691,0,1-1476,,
7,0.74,YLR254C,S0004244,,XII,644973,644404,0,1-570,,
7,0.55,YLR297W,S0004288,,XII,724044,724433,0,1-390,,
7,0.44,YLR353W,S0004345,BUD8,XII,834350,836161,0,1-1812,,
7,0.75,YLR392C,S0004384,,XII,906303,904747,0,1-1557,,
7,0.42,YML033W,S0004496,,XIII,211715,212155,0,1-441,,
7,0.38,YML034W,S0004497,,XIII,209525,211495,0,Jan-71,,
7,0.54,YML035C,S0004498,amd1,XIII,208860,206428,0,Jan-33,putative alpha-mannosidase,
7,0.68,YML064C,S0004529,TEM1,XIII,145876,145139,0,1-738,,
7,0.65,YML082W,S0004547,,XIII,101862,103811,0,Jan-50,,
7,0.64,YML103C,S0004571,NUP188,XIII,67549,62582,0,Jan-68,Nucleoporin,
7,0.37,YML119W,S0004588,,XIII,30611,31684,0,1-1074,,
7,0.33,YMR001C,S0004603,cdc5,XIII,271136,269019,0,18-Jan,protein kinase which functions at the G(sub)2\/M boundary,
7,0.31,YMR032W,S0004635,CYK2,XIII,335297,337306,0,10-Jan,Cytokinesis,
7,0.65,YMR070W,S0004674,MOT3,XIII,409153,410625,0,1-1473,"2 Cys2-His2 zinc fingers at c-terminus, glutamine and asparagine rich",
7,0.63,YMR254C,S0004867,,XIII,777922,777614,0,1-309,,
7,0.71,YMR299C,S0004914,,XIII,865350,864412,0,1-939,,
7,0.5,YNL053W,S0004998,MSG5,XIV,529940,531409,0,1-1470,,
7,0.55,YNL057W,S0005002,,XIV,516401,516733,0,1-333,,
7,0.4,YNL171C,S0005115,,XIV,315996,315628,0,1-369,,
7,0.49,YNL172W,S0005116,APC1,XIV,310635,315881,0,Jan-47,Component of the anaphase-promoting complex,
7,0.53,YOL014W,S0005374,,XV,299693,300067,0,1-375,,
7,0.5,YOL069W,S0005430,NUF2,XV,198941,200296,0,1-1356,53-kDa coiled-coil protein,
7,0.63,YOL070C,S0005431,,XV,198724,197219,0,1-1506,,
7,0.47,YOR025W,S0005551,HST3,XV,378218,379561,0,1-1344,Homolog of SIR2,
7,0.64,YOR049C,S0005575,,XV,423732,422668,0,1-1065,,
7,0.48,YOR058C,S0005584,ASE1,XV,436346,433689,0,Jan-58,encodes component of the spindle midzone,
7,0.58,YOR104W,S0005630,,XV,517640,518488,0,1-849,,
7,0.7,YOR152C,S0005678,,XV,618286,617516,0,1-771,,
7,0.41,YOR229W,S0005755,WTM2,XV,768407,769810,0,1-1404,Transcriptional modulator,
7,0.75,YOR282W,S0005808,,XV,846995,847315,0,1-321,,
7,0.53,YOR315W,S0005842,,XV,904751,905791,0,1-1041,,
7,0.56,YPL058C,S0005979,PDR12,XVI,450372,445837,0,Jan-36,multidrug resistance transporter,
7,0.69,YPL141C,S0006062,,XVI,286060,283463,0,Jan-98,,
7,0.55,YPL155C,S0006076,KIP2,XVI,259335,257215,0,21-Jan,kinesin-related protein,
7,0.45,YPL242C,S0006163,IQG1,XVI,95109,90622,0,Jan-88,,
7,0.64,YPR019W,S0006223,CDC54,XVI,596745,599546,0,2-Jan,,
7,0.3,YPR119W,S0006323,CLB2,XVI,771650,773125,0,1-1476,G(sub)2-specific B-type cyclin,
7,0.44,YPR156C,S0006360,,XVI,839772,837904,0,1-1869,,
7,0.62,YPR157W,S0006361,,XVI,841261,842664,0,1-1404,,
8,0.78,YAL031C,S0000029,FUN21,I,87038,84756,0,Jan-83,,
8,0.58,YAL049C,S0000047,,I,52602,51862,0,1-741,,
8,0.44,YAL060W,S0000056,,I,35161,36309,0,1-1149,,
8,0.36,YBL078c,S0000174,,II,80721,80368,0,1-354,,
8,0.71,YBL089w,S0000185,,II,49414,50943,0,1-1530,,
8,0.67,YBL090w,S0000186,MRP21,II,48815,49348,0,1-534,Component of the small subunit of mitochondrial ribosomes,
8,0.53,YBR003w,S0000207,COQ1,II,242767,244188,0,1-1422,hexaprenyl pyrophosphate synthetase,
8,0.38,YBR052c,S0000256,,II,339308,338676,0,1-633,,
8,0.46,YBR053c,S0000257,,II,340707,339631,0,1-1077,,
8,0.56,YBR056w,S0000260,,II,347835,349340,0,1-1506,,
8,0.65,YBR120c,S0000324,CBP6,II,480877,480389,0,1-489,Translational activator of COB mRNA,
8,0.46,YBR126c,S0000330,TPS1,II,490346,488859,0,1-1488,56 kD synthase subunit of trehalose-6-phosphate synthase\/phosphatase complex,
8,0.36,YBR183w,S0000387,,II,596069,597019,0,1-951,,
8,0.53,YBR208c,S0000412,"DUR1,2",II,642165,636658,0,8-Jan,Urea amidolyase (contains urea carboxylase and allophanate hydrolase),
8,0.6,YBR244w,S0000448,,II,707483,707971,0,1-489,,
8,0.33,YCL040w,S0000545,GLK1,III,50810,52312,0,1-1503,Glucokinase,
8,0.39,YCR061w,S0000657,,III,224291,226042,0,1-1752,,
8,0.55,YDL023c,S0002181,,IV,412122,411802,0,1-321,,
8,0.56,YDL025c,S0002183,,IV,407247,405385,0,1-1863,,
8,0.69,YDL027c,S0002185,,IV,404998,403736,0,1-1263,,
8,0.76,YDL086w,S0002244,,IV,301412,302233,0,1-822,,
8,0.35,YDL110c,S0002268,,IV,264963,264511,0,1-453,,
8,0.71,YDL118w,S0002276,,IV,247301,247681,0,1-381,,
8,0.57,YDL119c,S0002277,,IV,247611,246688,0,1-924,,
8,0.7,YDL204w,S0002363,,IV,94606,95787,0,1-1182,,
8,0.51,YDR055w,S0002462,,IV,563567,564901,0,1-1335,,
8,0.69,YDR065w,S0002472,,IV,580727,581824,0,1-1098,,
8,0.45,YDR074W,S0002481,TPS2,IV,593932,596622,0,Jan-91,Trehalose-6-phosphate phosphatase,
8,0.75,YDR122w,S0002529,KIN1,IV,694738,697932,0,Jan-95,Serine\/threonine protein kinase,
8,0.72,YDR148c,S0002555,KGD2,IV,755104,753713,0,1-1392,dihydrolipoyl transsuccinylase component of alpha-ketoglutarate dehydrogenase complex in mitochondria,
8,0.72,YDR178w,S0002585,SDH4,IV,817988,818533,0,1-546,succinate dehydrogenase membrane anchor subunit,
8,0.58,YDR270w,S0002678,CCC2,IV,1005711,1008725,0,15-Jan,Copper-transporting P-type ATPase with similarity to human Menkes and Wilsons genes,
8,0.61,YDR271C,S0002679,,IV,1008802,1008431,0,1-372,,
8,0.44,YDR358W,S0002766,,IV,1190093,1191766,0,1-1674,,
8,0.6,YDR421W,S0002829,,IV,1312074,1314926,0,Jan-53,,
8,0.62,YDR493W,S0002901,,IV,1436249,1436620,0,1-372,,
8,0.62,YDR494W,S0002902,,IV,1436962,1437828,0,1-867,,
8,0.57,YDR506C,S0002914,,IV,1461602,1459776,0,1-1827,,
8,0.72,YDR512C,S0002920,,IV,1471111,1470548,0,1-564,,
8,0.56,YDR513w,S0002921,TTR1,IV,1471065,1471496,0,1-432,Glutaredoxin (thioltransferase) (glutathione reductase),
8,0.54,YDR516C,S0002924,,IV,1476524,1475022,0,1-1503,,
8,0.42,YEL011w,S0000737,glc3,V,133120,135234,0,15-Jan,"1,4-glucan-6-(1,4-glucano)-transferase",
8,0.44,YEL039c,S0000765,cyc7,V,79977,79636,0,1-342,iso-2-cytochrome c,
8,0.5,YER053c,S0000855,,V,259638,258736,0,1-903,,
8,0.49,YER079w,S0000881,,V,318916,319548,0,1-633,,
8,0.7,YER119c,S0000921,,V,400838,399492,0,1-1347,,
8,0.62,YER143w,S0000945,DDI1,V,456315,457601,0,1-1287,,
8,0.55,YFL016C,S0001878,MDJ1,VI,106230,104695,0,1-1536,DnaJ homolog involved in mitochondrial biogenesis and protein folding,
8,0.47,YFR003C,S0001899,,VI,153118,152651,0,1-468,,
8,0.62,YGL104C,S0003072,,VII,310171,308711,0,1-1461,,
8,0.67,YGL160W,S0003128,,VII,200565,202277,0,1-1713,,
8,0.56,YGR044C,S0003276,rme1,VII,583886,582984,0,1-903,zinc finger protein\; negative regulator of meiosis\; directly repressed by a1-a2 regulator,
8,0.29,YGR053C,S0003285,,VII,595831,594980,0,1-852,,
8,0.67,YGR088W,S0003320,CTT1,VII,654595,656316,0,1-1722,cytoplasmic catalase T,
8,0.48,YGR149W,S0003381,,VII,789025,790323,0,1-1299,,
8,0.43,YGR194C,S0003426,,VII,887869,886067,0,1-1803,,
8,0.39,YHL021C,S0001013,,VIII,65855,64458,0,1-1398,,
8,0.55,YHL035C,S0001027,,VIII,32754,27976,0,Jan-79,,
8,0.42,YHR016c,S0001058,YSC84,VIII,138446,136872,1,"1-47, 216-1575",,
8,0.42,YHR022C,S0001064,,VIII,150336,149566,0,1-771,,
8,0.44,YHR067W,S0001109,,VIII,230971,231813,0,1-843,,
8,0.62,YHR094c,S0001136,hxt1,VIII,292627,290915,0,1-1713,High-affinity hexose (glucose) transporter,
8,0.6,YHR147c,S0001190,MRPL6,VIII,393283,392639,0,1-645,Mitochondrial ribosomal protein MRPL6 (YmL6),
8,0.39,YIL087C,S0001349,,IX,200116,199643,0,1-474,,
8,0.58,YIL111W,S0001373,COX5b,IX,155219,155762,1,"1-1, 90-544",Cytochrome-c oxidase chain Vb,
8,0.45,YIL124W,S0001386,,IX,126204,127097,0,1-894,,
8,0.65,YIL167W,S0001429,,IX,29416,30048,0,1-633,,
8,0.82,YJL036W,S0003573,,X,378521,379792,0,1-1272,,
8,0.77,YJL071W,S0003607,ARG2,X,305828,307552,0,1-1725,Acetylglutamate Synthase,
8,0.78,YJL108C,S0003644,,X,218553,217402,0,1-1152,,
8,0.44,YJL131C,S0003667,,X,165046,163976,0,1-1071,,
8,0.44,YJL142C,S0003678,,X,147909,147517,0,1-393,,
8,0.48,YJL163C,S0003699,,X,113327,111660,0,1-1668,,
8,0.34,YJL164C,S0003700,SRA3,X,111151,109958,0,1-1194,putative catalytic subunit of cAMP-dependent protein kinase,
8,0.67,YJL171C,S0003707,,X,100887,99697,0,1-1191,,
8,0.53,YJL172W,S0003708,CPS1,X,97730,99460,0,1-1731,carboxypeptidase yscS,
8,0.71,YJL214W,S0003750,HXT8,X,26887,28596,0,1-1710,High-affinity hexose transporter,
8,0.73,YJR099W,S0003860,yuh1,X,615264,615974,0,1-711,ubiquitin hydrolase,
8,0.56,YJR149W,S0003910,,X,706849,708063,0,1-1215,,
8,0.27,YKL091C,S0001574,,XI,270295,269363,0,1-933,,
8,0.48,YKL103C,S0001586,LAP4,XI,247328,245784,0,1-1545,vacuolar aminopeptidase ysc1,
8,0.41,YKL121W,S0001604,,XI,213788,216346,0,Jan-59,,
8,0.36,YKL151C,S0001634,,XI,165935,164922,0,1-1014,,
8,0.41,YKL163W,S0001646,PIR3,XI,144406,145383,0,1-978,Protein containing tandem internal repeats,
8,0.71,YKL164C,S0001647,PIR1,XI,142824,141799,0,1-1026,Protein containing tandem internal repeats,
8,0.57,YKL177W,S0001660,,XI,114361,114699,0,1-339,,
8,0.62,YKR003W,S0001711,,XI,445022,446368,0,1-1347,,
8,0.5,YKR009C,S0001717,FOX2,XI,456695,453993,0,3-Jan,peroxisomal multifunctional beta-oxidation protein,
8,0.59,YLL039c,S0003962,UBI4,XII,65206,64061,0,1-1146,ubiquitin,
8,0.62,YLR072w,S0004062,,XII,278863,280944,0,Jan-82,,
8,0.78,YLR119w,S0004109,SRN2,XII,385535,386176,0,1-642,suppressor of rna1-1 mutation,
8,0.55,YLR133w,S0004123,CKI1,XII,408446,410194,0,1-1749,choline kinase,
8,0.89,YLR134w,S0004124,PDC5,XII,410724,412415,0,1-1692,pyruvate decarboxylase,
8,0.46,YLR142w,S0004132,put1,XII,425187,426617,0,1-1431,proline oxidase,
8,0.56,YLR149c,S0004139,,XII,439824,437632,0,Jan-93,,
8,0.63,YLR152c,S0004142,,XII,444689,442959,0,1-1731,,
8,0.68,YLR205C,S0004195,,XII,553547,552726,0,1-822,,
8,0.54,YLR218C,S0004208,,XII,573918,573466,0,1-453,,
8,0.51,YLR231C,S0004221,,XII,607119,605758,0,1-1362,,
8,0.57,YLR258W,S0004248,GSY2,XII,660716,662833,0,18-Jan,Glycogen synthase (UDP-gluocse--starch glucosyltransferase),
8,0.73,YLR260W,S0004250,LCB5,XII,665844,667907,0,Jan-64,long chain base kinase,
8,0.52,YLR270W,S0004260,,XII,681186,682238,0,1-1053,,
8,0.47,YLR345W,S0004337,,XII,820510,822039,0,1-1530,,
8,0.69,YML013C-A,S0004474,,XIII,245914,245537,0,1-378,,
8,0.56,YMR025W,S0004627,,XIII,323299,324186,0,1-888,,
8,0.45,YMR110C,S0004716,,XIII,491991,490393,0,1-1599,,
8,0.8,YMR121C,S0004728,RPL15B,XIII,510347,509733,0,1-615,Ribosomal protein L15B (YL10) (L13B) (rp15R),
8,0.47,YMR169c,S0004779,ALD3,XIII,600871,599351,0,1-1521,Acetaldehyde Dehydrogenase (NAD+),
8,0.49,YMR201C,S0004814,RAD14,XIII,667043,665844,1,"1-27, 112-1200",human xeroderma pigmentosum group A DNA repair gene homolog,
8,0.57,YMR284W,S0004897,HDF1,XIII,838187,839995,0,1-1809,DNA binding protein,
8,0.66,YNL015W,S0004960,PBI2,XIV,605382,605609,0,1-228,"Proteinase inhibitor I2B (PBI2), that inhibits protease Prb1p (yscB)",
8,0.53,YNL037C,S0004982,IDH1,XIV,559000,557918,0,1-1083,alpha-4-beta-4 subunit of mitochondrial isocitrate dehydrogenase 1,
8,0.49,YNL073W,S0005017,MSK1,XIV,488385,490115,0,1-1731,mitochondrial lysine-tRNA synthetase,
8,0.63,YNL083W,S0005027,,XIV,471376,472860,0,1-1485,,
8,0.56,YNL115C,S0005059,,XIV,412052,410118,0,Jan-35,,
8,0.71,YNL133C,S0005077,,XIV,374691,374170,0,1-522,,
8,0.41,YNL173C,S0005117,MDG1,XIV,310056,308956,0,1-1101,,
8,0.46,YNL200C,S0005144,,XIV,264450,263710,0,1-741,,
8,0.43,YNL305C,S0005249,,XIV,59791,58898,0,1-894,,
8,0.37,YNR001C,S0005284,CIT1,XIV,631060,629621,0,1-1440,citrate synthase. Nuclear encoded mitochondrial protein.,
8,0.64,YNR034W,S0005317,SOL1,XIV,690320,691285,0,1-966,shows similarity to glucose-6-phosphate dehydrogenase non-catalytic domains\; homologous to Sol2p and Sol3p,
8,0.52,YOL023W,S0005383,IFM1,XV,278056,280086,0,31-Jan,mitochondrial initiation factor 2,
8,0.5,YOL048C,S0005408,,XV,240522,240202,0,1-321,,
8,0.43,YOL071W,S0005432,,XV,196506,196994,0,1-489,,
8,0.76,YOL073C,S0005434,,XV,194799,193831,0,1-969,,
8,0.76,YOL082W,S0005442,,XV,168726,169973,0,1-1248,,
8,0.53,YOL096C,S0005456,COQ3,XV,139056,138106,0,1-951,"3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase",
8,0.66,YOL107W,S0005467,,XV,112101,113129,0,1-1029,,
8,0.53,YOL151W,S0005511,GRE2,XV,43692,44720,0,1-1029,induced by osmotic stress\; similar to dihydroflavonol 4-reductase from plants,
8,0.44,YOL153C,S0005513,,XV,38566,36821,0,1-1746,,
8,0.75,YOR003W,S0005529,YSP3,XV,331455,332891,0,1-1437,subtilisin-like protease III,
8,0.51,YOR135C,S0005661,,XV,580498,580157,0,1-342,,
8,0.59,YOR136W,S0005662,IDH2,XV,580248,581357,0,1-1110,NAD+-dependent isocitrate dehydrogenase,
8,0.58,YOR220W,S0005746,,XV,755326,756123,0,1-798,,
8,0.4,YOR317W,S0005844,FAA1,XV,909334,911436,0,3-Jan,long chain fatty acyl:CoA synthetase,
8,0.44,YOR347C,S0005874,PYK2,XV,986453,984933,0,1-1521,,
8,0.68,YOR356W,S0005883,,XV,1007213,1009108,0,1-1896,,
8,0.37,YPL087W,S0006008,,XVI,383450,384403,0,1-954,,
8,0.55,YPL103C,S0006024,,XVI,359401,357995,0,1-1407,,
8,0.32,YPL123C,S0006044,,XVI,318944,317640,0,1-1305,,
8,0.64,YPL172C,S0006093,COX10,XVI,225740,224352,0,1-1389,Putative farnesyl transferase required for heme A synthesis,
8,0.6,YPL203W,S0006124,PKA3,XVI,166255,167397,0,1-1143,cAMP-dependent protein kinase catalytic subunit,
8,0.57,YPL249C,S0006170,,XVI,79353,76669,0,Jan-85,,
8,0.54,YPL265W,S0006186,DIP5,XVI,41043,42869,0,1-1827,dicarboxylic amino acid permease,
8,0.44,YPR047W,S0006251,MSF1,XVI,657509,658933,0,1-1425,alpha subunit of yeast mitochondrial phenylalanyl-tRNA synthetase,
8,0.55,YPR049C,S0006253,,XVI,664668,661132,0,Jan-37,,
8,0.67,YPR066W,S0006270,UBA3,XVI,681208,682107,0,1-900,ubiquitin-like protein activating enzyme,
8,0.38,YPR160W,S0006364,GPH1,XVI,861301,864009,0,9-Jan,Glycogen phosphorylase,
9,0.45,YAL004W,S0002136,,I,140763,141410,0,1-648,,
9,0.4,YAL005C,S0000004,ssa1,I,141434,139506,0,29-Jan,"Heat shock protein of HSP70 family, cytoplasmic",
9,0.31,YAL062W,S0000058,GDH3,I,31573,32946,0,1-1374,NADP-linked glutamate dehydrogenase,
9,0.67,YAR053W,S0000085,,I,208358,208654,0,1-297,,
9,0.51,YAR070C,S0000093,,I,224854,224555,0,1-300,,
9,0.33,YBL048w,S0000144,,II,127258,127569,0,1-312,,
9,0.42,YBL049w,S0000145,,II,126787,127203,0,1-417,,
9,0.49,YBL065w,S0000161,,II,99921,100265,0,1-345,,
9,0.93,YBL088c,S0000184,tel1,II,59372,51009,0,Jan-64,putative phosphatidylinositol kinase,
9,0.33,YBR067c,S0000271,TIP1,II,372691,372059,0,1-633,cell wall mannoprotein,
9,0.36,YBR072w,S0000276,HSP26,II,381985,382629,0,1-645,heat shock protein 26,
9,0.8,YBR076w,S0000280,ECM8,II,390329,391348,0,1-1020,ExtraCellular Mutant,
9,0.44,YBR099c,S0000303,,II,443262,442879,0,1-384,,
9,0.83,YBR100w,S0000304,,II,443207,443545,0,1-339,,
9,0.54,YBR105c,S0000309,,II,451924,450836,0,1-1089,,
9,0.62,YBR114w,S0000318,rad16,II,467202,469574,0,Jan-73,Nucleotide excision repair protein with DNA helicase domain of Snf2p family,
9,0.69,YBR184w,S0000388,MEL1,II,597317,598888,0,1-1572,alpha-galactosidase,
9,0.42,YBR250w,S0000454,,II,718988,720559,0,1-1572,,
9,0.37,YBR285w,S0000489,,II,773878,774312,0,1-435,,
9,0.4,YBR292c,S0000496,,II,785029,784658,0,1-372,,
9,0.28,YCL021w,S0000526,,III,84076,84429,0,1-354,,
9,0.85,YCLX01w,S0000582,,III,23511,23909,0,1-399,,
9,0.43,YCR007c,S0000600,,III,126334,125615,0,1-720,,
9,0.49,YCR018c,S0000611,srd1,III,148612,147935,0,1-678,involved in the processing of pre-rRNA to mature rRNA,
9,0.54,YCR083w,S0000679,,III,258303,258686,0,1-384,,
9,0.51,YDL038c,S0002196,,IV,384122,382371,0,1-1752,,
9,0.55,YDL039c,S0002197,,IV,382374,382027,0,1-348,,
9,0.6,YDL098c,S0002256,,IV,285164,284580,0,1-585,,
9,0.56,YDL244w,S0002403,,IV,16204,17226,0,1-1023,,
9,0.64,YDL247w,S0002406,,IV,5985,7814,0,1-1830,,
9,0.36,YDR018c,S0002425,,IV,483900,482710,0,1-1191,,
9,0.69,YDR126W,S0002533,,IV,703272,704282,0,1-1011,,
9,0.91,YDR142c,S0002549,PEX7,IV,741638,740511,0,1-1128,Member of beta-transducin-related (WD-40) protein family,
9,0.42,YDR218C,S0002626,SPR28,IV,905088,903817,0,1-1272,,
9,0.78,YDR222W,S0002630,,IV,910090,911337,0,1-1248,,
9,0.57,YDR273W,S0002681,,IV,1010212,1011309,0,1-1098,,
9,0.61,YDR374C,S0002782,,IV,1224428,1223508,0,1-921,,
9,0.76,YDR401W,S0002809,,IV,1272257,1272820,0,1-564,,
9,0.63,YDR403w,S0002811,DIT1,IV,1274636,1276246,0,1-1611,"first enzyme in dityrosine synthesis in the outer layer of the spore wall pathway converting L-tyrosine to N-formyl-L-tyrosine, expressed late (10-16 hr) in sporulation",
9,0.69,YDR409W,S0002817,,IV,1289440,1292154,0,15-Jan,,
9,0.85,YDR438W,S0002846,,IV,1338308,1339420,0,1-1113,,
9,0.44,YDR453C,S0002861,,IV,1365696,1365106,0,1-591,,
9,0.42,YDR461w,S0002869,mfa1,IV,1385210,1385320,0,1-111,a-factor mating pheromone precursor,
9,0.29,YDR523c,S0002931,SPS1,IV,1487086,1485614,0,1-1473,serine\/threonine kinase homologous to Ste20p\; expressed in middle\/late meiosis,
9,0.33,YEL057c,S0000783,,V,45721,45020,0,1-702,,
9,0.58,YEL070w,S0000796,,V,19589,21097,0,1-1509,,
9,0.86,YEL072w,S0000798,,V,13720,14415,0,1-696,,
9,0.35,YEL073c,S0000799,,V,7553,7230,0,1-324,,
9,0.36,YEL074w,S0000800,,V,6126,6464,0,1-339,,
9,0.56,YER007w,S0000809,PAC2,V,164526,166082,0,1-1557,Required for viability in the absence of the kinesin-related mitotic motor Cin8p\; required for normal microtubule stability,
9,0.52,YER137c,S0000939,,V,441816,441370,0,1-447,,
9,0.68,YER179w,S0000981,dmc1,V,548417,549513,1,"1-132, 225-1097","meiosis-specific protein related to RecA and Rad51p. Dmc1p colocalizes with Rad51p to discrete subnuclear sites in nuclear spreads during mid prophase, briefly colocalizes with Zip1p, and then disappears by pachytene",
9,0.54,YFL014W,S0001880,HSP12,VI,107250,107579,0,1-330,12 kDa heat shock protein,
9,0.52,YFL054C,S0001840,,VI,22787,20847,0,Jan-41,,
9,0.46,YFL058W,S0001836,THI5,VI,12929,13951,0,1-1023,a thiamine regulated pyrimidine precursor biosynthesis enzyme,
9,0.46,YFL059W,S0001835,SNZ3,VI,11363,12259,0,1-897,,
9,0.28,YFR023W,S0001919,PES4,VI,199861,201696,0,1-1836,poly(A) binding protein\; related to PES4 protein homolog YHR015w,
9,0.61,YFR026C,S0001922,,VI,206244,205735,0,1-510,,
9,0.27,YGL032C,S0003000,aga2,VII,436829,436566,0,1-264,adhesion subunit of a-agglutinin,
9,0.61,YGL039W,S0003007,,VII,423958,425004,0,1-1047,,
9,0.49,YGL081W,S0003049,,VII,357375,358337,0,1-963,,
9,0.37,YGL096W,S0003064,,VII,325329,326159,0,1-831,,
9,0.32,YGL121C,S0003089,,VII,281158,280778,0,1-381,,
